balance
1.61802E+26
8.52247E+25
8.41573E+25
8.24876E+25
7.58883E+25
7.55775E+25
5.46719E+25
4.56271E+25
4.32763E+25
3.58541E+25
3.54182E+25
3.16166E+25
3.15734E+25
3.10834E+25
3.05544E+25
2.96359E+25
2.6386E+25
2.30786E+25
2.27482E+25
2.20951E+25
2.13688E+25
2.12744E+25
2.11042E+25
2.02163E+25
1.95944E+25
1.68678E+25
1.65941E+25
1.56842E+25
1.55841E+25
1.55801E+25
1.49748E+25
1.49021E+25
1.45343E+25
1.39448E+25
1.38517E+25
1.30922E+25
1.30188E+25
1.21221E+25
1.19836E+25
1.18536E+25
1.1748E+25
1.17283E+25
1.17149E+25
1.17073E+25
1.16708E+25
1.14427E+25
1.13689E+25
1.13672E+25
1.13436E+25
1.12944E+25
1.11575E+25
1.08658E+25
1.07512E+25
1.05417E+25
1.03282E+25
1.01603E+25
1.00492E+25
9.71445E+24
9.49145E+24
9.25622E+24
8.73754E+24
8.5444E+24
8.50935E+24
8.379E+24
8.30562E+24
8.1634E+24
8.09121E+24
8.04715E+24
7.80586E+24
7.71886E+24
7.60758E+24
7.57505E+24
7.47151E+24
7.42914E+24
7.39911E+24
7.28171E+24
7.24846E+24
7.1734E+24
7.11751E+24
7.10402E+24
7.07546E+24
6.75283E+24
6.75254E+24
6.66448E+24
6.63576E+24
6.59958E+24
6.50626E+24
6.42558E+24
6.41954E+24
6.3814E+24
6.35803E+24
6.31699E+24
6.26122E+24
6.20591E+24
6.16846E+24
6.15963E+24
5.9806E+24
5.89376E+24
5.88944E+24
5.86871E+24
5.83528E+24
5.83425E+24
5.78984E+24
5.72351E+24
5.71053E+24
5.65577E+24
5.65536E+24
5.63534E+24
5.62245E+24
5.59241E+24
5.5444E+24
5.47913E+24
5.44728E+24
5.43337E+24
5.34457E+24
5.30201E+24
5.13942E+24
5.05284E+24
5.03328E+24
4.9818E+24
4.92164E+24
4.91656E+24
4.91445E+24
4.91245E+24
4.70572E+24
4.68552E+24
4.62983E+24
4.62549E+24
4.55657E+24
4.54503E+24
4.52983E+24
4.5022E+24
4.46793E+24
4.46185E+24
4.45922E+24
4.4129E+24
4.38379E+24
4.37492E+24
4.33555E+24
4.30668E+24
4.2931E+24
4.28416E+24
4.28347E+24
4.2135E+24
4.1901E+24
4.15604E+24
4.11686E+24
4.07467E+24
4.01871E+24
4.00625E+24
4.00278E+24
3.96508E+24
3.94155E+24
3.87228E+24
3.86235E+24
3.85427E+24
3.8471E+24
3.83411E+24
3.81645E+24
3.79481E+24
3.72187E+24
3.71905E+24
3.71025E+24
3.65952E+24
3.57176E+24
3.55731E+24
3.53385E+24
3.49812E+24
3.46656E+24
3.45302E+24
3.42161E+24
3.34351E+24
3.33728E+24
3.32326E+24
3.30271E+24
3.29734E+24
3.28896E+24
3.28235E+24
3.2785E+24
3.24679E+24
3.22546E+24
3.22311E+24
3.22265E+24
3.15286E+24
3.12929E+24
3.11851E+24
3.09983E+24
3.0951E+24
3.09052E+24
3.08805E+24
3.08439E+24
3.06636E+24
3.05691E+24
3.04015E+24
3.03985E+24
2.99461E+24
2.96497E+24
2.94778E+24
2.94243E+24
2.94063E+24
2.92688E+24
2.90296E+24
2.90271E+24
2.89951E+24
2.89011E+24
2.84955E+24
2.82958E+24
2.81398E+24
2.79782E+24
2.75468E+24
2.75218E+24
2.74156E+24
2.72191E+24
2.69224E+24
2.68519E+24
2.6678E+24
2.66356E+24
2.66054E+24
2.65735E+24
2.64551E+24
2.64486E+24
2.60838E+24
2.60806E+24
2.6051E+24
2.59089E+24
2.58339E+24
2.58122E+24
2.54629E+24
2.5363E+24
2.52452E+24
2.52198E+24
2.49386E+24
2.49112E+24
2.46243E+24
2.45859E+24
2.44562E+24
2.42766E+24
2.42047E+24
2.41755E+24
2.41407E+24
2.40407E+24
2.39825E+24
2.39757E+24
2.38671E+24
2.38418E+24
2.37233E+24
2.37152E+24
2.36704E+24
2.36631E+24
2.35733E+24
2.35646E+24
2.31294E+24
2.2806E+24
2.27567E+24
2.26938E+24
2.25923E+24
2.25219E+24
2.24815E+24
2.23206E+24
2.20277E+24
2.18818E+24
2.17659E+24
2.17544E+24
2.14366E+24
2.1422E+24
2.14153E+24
2.13637E+24
2.13084E+24
