Comment Ratio
39.47
87.18
33.77
21.26
28.26
13.33
22.12
86.8
32.46
53.57
0.0
65.22
73.71
20.47
45.1
80.0
93.09
27.87
80.61
20.18
182.62
10.53
69.17
28.57
23.08
27.63
55.38
79.31
57.75
84.15
21.5
21.25
23.61
48.42
78.85
89.66
36.52
73.77
29.39
69.62
39.74
44.23
45.15
60.36
58.09
31.03
31.82
82.93
106.48
73.53
40.28
25.0
75.82
73.08
94.81
39.06
57.59
62.2
51.22
107.93
27.0
46.56
23.21
34.18
83.18
869.05
40.34
63.43
32.84
50.38
48.74
59.82
106.48
84.44
80.2
68.82
50.49
70.92
20.77
27.59
112.04
22.45
58.82
73.72
23.08
28.95
103.67
59.46
77.84
106.48
45.37
78.9
64.94
59.97
77.16
73.91
49.04
78.21
51.62
69.0
36.09
32.76
97.06
56.88
44.76
20.2
30.84
48.78
22.66
24.49
106.48
78.21
68.92
49.21
60.29
66.67
45.63
42.5
63.62
85.92
78.21
105.14
21.21
869.05
70.4
5.56
22.8
79.66
82.95
40.77
54.68
106.48
59.12
96.67
52.17
76.25
36.84
50.0
55.11
57.14
72.5
26.67
97.06
86.67
30.95
33.93
55.56
90.83
20.0
68.83
23.08
37.5
43.02
31.25
28.48
32.7
73.5
68.24
19.43
45.45
14.29
41.2
29.17
221.28
106.48
54.43
63.17
75.28
23.21
106.48
18.75
57.24
82.91
26.67
55.4
35.64
97.06
56.34
61.84
77.78
41.12
93.09
57.89
83.54
107.34
92.49
87.14
76.75
60.17
33.33
35.53
66.88
73.68
39.29
31.82
33.59
26.82
76.64
25.21
28.16
81.2
106.48
53.88
60.34
106.48
30.95
23.62
27.18
26.67
151.85
20.11
25.81
16.42
31.65
29.02
71.46
16.42
235.78
74.63
59.3
0.0
61.39
63.59
33.73
49.55
30.95
62.2
26.92
50.88
25.64
83.54
102.78
82.86
59.9
106.48
65.57
100.0
12.31
75.0
27.27
54.42
82.91
81.43
95.14
66.84
63.16
33.33
19.57
47.09
58.06
83.9
70.82
47.01
42.59
16.67
38.59
40.51
34.52
59.08
48.82
70.38
30.56
31.58
35.75
63.89
54.58
28.79
78.21
25.0
82.68
29.93
28.95
99.22
28.95
11.06
40.8
44.82
73.99
58.69
61.4
78.63
68.61
48.59
50.38
30.95
51.31
46.3
42.7
101.74
69.12
106.48
30.95
33.91
42.66
27.11
106.42
21.95
16.67
27.14
93.09
250.46
40.6
64.94
58.75
16.67
35.42
21.25
82.2
96.67
68.49
14.29
77.65
38.43
24.39
18.69
48.0
24.63
68.7
43.06
59.69
13.33
23.64
60.17
75.82
93.09
72.64
106.48
37.14
46.81
97.06
101.35
58.83
88.27
869.05
44.29
40.64
71.1
96.3
68.57
52.98
56.92
85.0
66.09
17.39
88.49
97.06
52.53
26.98
31.65
42.71
50.11
102.61
70.71
83.2
64.66
43.23
20.29
72.52
50.34
53.27
65.38
18.55
35.37
35.21
26.81
44.2
20.47
5.5
35.64
68.18
26.23
97.06
68.91
37.0
82.09
60.28
14.21
29.85
17.95
89.16
35.08
75.81
33.11
5945.24
869.05
61.54
57.51
88.64
20.47
35.14
20.0
12.5
78.23
76.25
82.05
65.76
42.86
37.06
57.33
17.95
39.11
43.97
82.55
78.48
13.56
33.33
29.55
81.48
25.46
64.65
77.86
72.06
28.51
62.64
35.26
36.51
10.34
15.0
77.78
88.3
67.47
62.7
67.68
37.02
23.27
39.71
68.39
35.4
21.67
85.12
77.16
68.52
88.0
37.14
58.79
96.87
57.0
48.36
37.23
37.04
100.0
42.11
41.37
83.54
16.92
85.37
12.05
67.44
17.19
93.46
82.7
82.93
229.36
33.91
57.63
82.93
42.48
11.0
81.03
21.43
21.78
43.45
63.59
47.33
103.7
28.69
57.92
47.22
46.3
10.8
54.26
31.13
65.18
33.33
12.58
38.92
40.09
78.43
19.61
47.78
41.03
20.14
85.88
105.56
45.37
71.3
82.3
62.36
72.32
38.27
34.33
60.98
34.21
40.77
32.67
26.32
71.71
37.57
78.21
48.08
56.48
97.06
91.07
92.43
28.12
82.93
30.66
67.37
30.99
50.11
19.51
77.78
20.8
20.0
74.4
46.61
28.91
30.86
38.58
30.0
34.88
50.25
93.09
98.51
79.8
13.57
68.57
7.46
59.12
71.05
91.8
63.7
42.86
61.11
106.48
25.44
15.69
43.93
67.82
21.52
53.69
90.16
96.67
22.45
61.08
106.48
37.76
53.78
55.67
42.41
16.67
83.65
127.5
64.94
29.44
37.57
65.81
61.86
80.16
18.28
47.22
42.17
74.31
83.49
55.1
42.46
39.42
23.53
91.67
62.04
83.54
40.0
66.18
21.97
46.27
58.82
36.19
6.25
20.83
21.15
70.09
25.76
26.76
122.28
83.54
78.21
32.51
105.5
65.14
105.5
59.39
46.39
869.05
45.02
67.37
62.59
16.42
97.2
62.28
21.09
46.31
34.88
85.71
36.04
22.5
42.67
13.64
28.74
198.59
27.69
39.29
114.98
111.64
90.37
67.08
75.0
92.59
67.67
89.71
61.47
44.68
106.48
83.54
49.49
63.87
83.54
106.48
31.65
63.74
65.68
23.08
25.0
23.53
72.22
64.37
34.27
44.05
74.58
63.95
105.5
54.4
37.57
27.04
59.82
37.0
60.53
70.0
53.9
39.68
69.83
52.42
78.33
67.59
82.79
23.91
96.84
81.42
29.37
34.18
40.74
48.53
35.71
14.49
30.99
29.27
32.14
55.38
83.33
31.82
22.22
78.74
19.05
93.46
50.8
77.78
37.57
56.92
43.18
21.82
43.9
19.67
37.14
92.59
60.98
64.26
40.84
44.29
77.22
48.29
103.49
12.95
27.66
54.69
31.78
37.68
59.12
31.48
112.67
23.91
65.08
29.51
95.27
48.65
57.49
94.31
75.81
51.83
67.97
88.45
94.97
68.18
76.46
72.5
71.43
30.0
29.81
59.47
40.42
82.91
14.49
103.74
21.52
111.96
38.07
82.4
97.06
69.09
106.48
83.54
59.1
82.28
280.81
105.56
40.0
14.49
32.73
28.95
88.27
21.85
59.75
72.58
25.76
59.04
80.0
52.44
17.39
32.09
5945.24
54.55
59.9
39.46
61.0
59.68
19.44
25.31
186.67
65.02
67.32
78.18
38.59
34.74
20.35
72.58
35.4
67.29
70.0
54.86
42.86
90.09
34.36
48.92
54.94
27.27
20.61
106.48
27.66
96.67
64.36
73.08
106.48
66.39
62.41
112.5
24.65
97.06
71.03
65.47
14.06
206.48
61.18
25.12
43.72
55.56
45.95
59.62
65.96
104.59
33.33
75.0
101.47
54.84
53.42
29.75
64.49
53.67
24.04
63.72
80.72
53.61
34.67
26.81
28.89
77.78
34.48
83.54
0.0
76.12
106.48
22.73
105.32
93.09
38.97
76.92
28.57
48.95
53.19
52.54
47.66
67.69
68.57
23.21
68.66
19.05
8.22
84.15
40.34
97.06
50.39
108.26
105.11
53.24
40.0
67.47
71.88
26.83
68.22
26.52
26.83
30.95
20.0
70.83
34.42
38.33
21.19
77.16
66.37
41.94
83.54
30.95
6.5
75.32
16.42
102.78
39.25
51.8
78.95
92.66
100.93
63.16
26.92
83.54
50.6
92.59
59.01
15.28
23.08
41.47
39.89
97.06
56.31
27.52
5945.24
20.51
46.3
19.51
37.02
240.62
87.18
50.0
96.3
26.67
75.26
49.74
21.21
76.25
20.29
57.78
19.23
37.68
11.89
88.0
37.68
45.63
29.22
59.23
39.22
62.96
101.99
47.73
84.62
26.32
58.54
36.11
66.25
65.18
56.08
45.56
76.1
30.0
20.35
41.2
83.54
43.08
25.14
19.51
66.3
66.3
44.71
52.42
88.98
82.09
71.43
48.31
84.21
8.51
71.43
59.43
17.86
77.19
62.19
29.17
96.3
17.07
26.62
37.04
869.05
68.51
93.58
64.72
18.18
27.52
31.08
53.19
85.37
60.1
27.88
85.71
58.44
22.41
82.4
81.43
5945.24
52.8
23.62
97.06
133.33
48.36
24.93
70.0
43.93
82.93
77.89
68.42
103.54
48.61
44.66
