Functions
19
24
24
5
4
17
41
9
32
3
22
30
27
38
30
7
26
17
9
93
9
18
24
30
4
14
17
16
15
29
9
20
21
36
3
14
45
12
31
29
13
6
24
13
9
6
8
24
24
3
70
29
31
24
25
34
4
53
21
23
14
11
5
39
25
78
14
15
37
18
24
20
12
41
9
20
48
9
5
16
20
31
14
33
11
26
8
22
36
9
14
19
14
75
32
8
5
14
27
20
24
14
14
20
55
34
11
32
35
26
9
24
17
32
1
29
71
21
26
8
7
4
18
14
24
52
24
30
65
35
11
22
21
24
25
13
22
38
14
44
31
15
15
31
18
6
27
17
38
31
12
27
9
15
19
5
24
14
7
14
17
27
6
27
14
20
6
9
20
29
16
4
9
9
12
51
50
19
32
26
24
8
17
29
23
28
48
69
24
29
15
36
19
34
31
22
2
15
19
12
11
22
14
76
24
13
27
4
26
7
16
44
23
23
31
13
40
40
52
46
58
66
22
67
6
26
52
19
59
62
9
42
28
13
59
5
9
10
38
62
16
15
4
14
2
46
26
9
14
14
23
21
30
19
2
11
24
21
44
128
14
17
9
35
8
22
5
37
3
8
36
4
12
4
24
39
26
11
10
27
29
17
21
34
1
8
31
30
24
6
25
28
3
69
28
5
16
4
58
4
17
5
22
26
15
29
31
1
22
12
15
88
19
7
15
35
52
42
14
70
4
14
25
37
11
27
24
5
19
2
24
10
38
17
23
38
34
24
22
30
11
24
11
14
4
29
6
20
52
9
40
10
143
17
14
23
27
41
67
8
32
5
22
14
19
8
28
24
1
126
23
31
12
24
88
27
31
3
24
14
14
31
9
10
19
105
36
8
17
13
13
52
9
25
106
26
14
29
26
25
14
44
29
28
29
27
16
5
23
21
44
14
72
36
21
6
20
31
23
27
21
30
24
14
22
46
58
12
46
11
19
14
21
9
9
11
30
12
35
3
10
18
51
19
33
14
24
58
30
24
11
18
18
31
24
32
18
22
39
35
18
12
59
9
23
24
36
8
55
4
65
36
38
7
24
9
43
22
4
9
7
25
5
9
27
70
14
24
7
32
4
24
143
14
51
27
4
14
23
17
6
18
43
9
34
33
5
102
24
11
24
16
31
28
25
31
22
36
21
14
19
6
85
17
24
24
2
36
52
14
13
23
61
10
12
31
13
31
58
9
15
2
14
22
5
25
30
18
18
14
12
15
20
14
13
7
33
4
5
16
27
8
19
20
25
8
9
26
13
14
9
9
30
14
5
1
17
26
23
19
17
21
14
17
32
9
53
23
21
19
22
39
11
12
24
57
44
14
12
15
9
13
20
45
18
9
41
16
13
17
14
27
31
38
71
13
31
2
79
77
6
17
14
18
32
15
17
30
4
31
1
2
28
24
13
26
21
17
137
31
21
12
19
20
6
18
11
24
36
18
40
30
19
45
12
21
14
41
20
19
5
14
30
12
11
7
23
24
27
26
35
17
40
4
17
5
32
27
23
8
25
26
18
13
49
18
22
18
31
5
80
29
6
22
27
21
24
14
24
26
35
49
26
20
71
31
1
14
40
15
8
27
14
51
13
14
32
67
31
9
28
25
23
4
9
27
11
9
30
1
14
10
14
43
17
33
27
8
14
15
26
24
25
17
28
5
14
6
25
38
7
19
58
32
28
25
44
42
19
41
27
5
77
34
26
3
5
14
16
17
40
18
5
23
15
3
22
24
18
24
24
34
24
24
30
11
32
15
5
116
38
33
18
21
23
36
10
22
3
12
44
16
10
21
31
8
11
22
23
26
20
5
17
18
4
6
24
11
11
22
20
27
16
12
6
55
56
14
12
11
34
5
24
6
72
44
18
28
36
16
31
70
15
3
7
14
56
29
14
15
8
14
33
18
31
31
19
11
31
6
22
32
22
30
29
15
14
8
24
20
4
5
29
29
44
11
35
27
39
21
44
11
21
1
117
1
9
31
57
17
19
5
19
31
23
22
24
18
26
5
62
3
33
5
3
40
11
29
12
22
30
37
15
26
29
39
24
13
14
8
12
5
14
22
13
9
25
32
18
15
18
27
4
18
9
21
20
96
27
18
19
26
32
22
43
14
39
24
3
44
27
14
22
31
11
27
27
19
17
15
30
52
18
21
12
24
85
9
23
21
18
11
13
18
17
12
4
14
7
34
40
24
19
29
28
26
24
26
22
36
3
21
18
35
25
24
48
21
21
19
48
22
26
22
7
28
45
14
33
31
23
45
8
21
23
2
9
117
8
24
37
38
28
12
9
55
33
14
34
9
35
32
25
9
14
27
9
43
19
20
18
30
14
14
18
21
11
21
36
14
19
17
11
22
22
24
24
7
4
24
24
1
30
5
34
23
12
17
28
24
21
36
31
24
7
65
47
43
14
19
26
35
25
38
42
19
47
14
22
23
35
38
24
15
25
18
10
14
33
18
22
45
20
44
11
89
13
24
20
18
50
62
17
31
47
230
14
56
14
19
25
23
24
10
71
22
34
18
20
22
16
22
9
15
22
5
22
41
26
24
19
15
68
15
27
19
32
4
4
8
28
25
14
4
14
17
18
26
9
15
9
24
32
37
13
16
27
4
14
31
13
9
22
34
18
9
18
14
15
30
6
5
30
135
16
23
59
13
39
29
19
46
29
25
14
47
11
29
29
24
33
15
32
25
24
16
70
4
11
19
1
9
34
22
16
20
33
34
187
29
21
7
3
24
29
62
9
34
33
44
20
11
23
18
13
13
16
30
4
45
14
18
9
13
13
16
27
14
25
7
14
14
21
29
23
61
29
23
22
19
37
9
30
27
7
36
29
24
27
20
15
7
49
38
11
29
42
29
9
35
19
23
14
12
23
40
7
9
7
17
9
13
5
24
30
11
22
8
9
5
22
40
10
8
5
35
34
28
37
30
10
14
17
14
29
16
32
21
69
14
28
32
23
26
7
25
30
7
14
28
52
44
14
11
13
6
14
24
87
20
14
11
23
16
20
32
5
16
22
9
18
22
28
31
9
27
21
66
18
76
87
37
17
9
28
23
43
14
18
22
14
57
20
14
31
22
17
5
27
24
22
34
22
19
64
30
22
9
7
14
24
28
18
8
16
56
24
31
4
33
39
89
11
9
20
50
31
52
43
30
25
54
45
23
30
4
9
45
40
28
53
53
9
14
53
44
39
37
4
26
14
35
24
28
38
49
69
26
38
5
15
20
8
17
58
28
24
23
5
59
7
42
1
39
24
15
24
12
22
27
10
5
25
26
55
18
14
12
9
16
27
37
16
13
4
13
8
9
22
14
35
13
16
12
18
22
39
6
31
18
5
28
40
16
24
52
9
47
32
56
27
28
24
24
40
35
70
31
26
42
29
25
35
7
1
42
47
32
4
22
5
57
13
31
13
14
27
11
14
5
12
24
79
33
74
35
9
16
13
15
9
5
1
19
28
14
14
2
25
26
5
18
68
21
22
18
36
36
29
26
19
30
12
7
19
5
25
23
28
18
24
24
8
23
6
30
12
15
12
5
15
24
33
39
4
23
24
14
38
42
22
12
2
17
23
15
16
27
13
7
18
30
11
35
17
19
9
18
22
25
18
24
132
46
9
15
27
28
21
25
22
13
35
24
24
14
31
31
25
24
14
25
38
14
22
19
19
4
18
31
17
19
7
10
21
23
15
31
24
17
27
24
16
9
24
14
6
3
51
20
42
14
10
21
10
64
30
21
29
27
31
22
9
55
11
9
89
44
9
24
14
22
31
9
22
4
81
6
68
22
26
16
11
10
6
14
19
17
109
14
29
14
11
18
22
21
14
144
39
30
25
23
32
27
24
35
18
24
4
24
55
39
9
14
46
20
45
30
30
21
8
20
15
45
14
6
17
14
7
19
27
27
20
38
72
6
86
25
6
7
42
30
30
22
22
17
33
59
24
35
23
63
25
6
18
16
48
95
22
159
23
14
42
15
17
15
14
6
27
15
9
13
18
16
5
48
41
4
72
7
22
1
23
16
38
50
30
16
71
14
11
14
32
38
15
22
7
9
62
14
77
34
59
9
26
14
5
26
25
8
25
28
39
11
41
5
5
23
14
17
38
17
52
9
22
21
29
17
25
18
12
10
31
114
31
7
22
14
24
19
5
21
33
21
24
5
11
12
5
4
3
19
25
13
9
33
38
26
55
6
14
58
8
5
26
44
25
24
18
13
7
24
31
51
28
13
22
8
15
23
22
29
45
22
34
16
31
4
28
21
20
29
4
24
22
34
4
8
14
11
24
24
7
17
37
17
91
7
19
28
23
41
19
50
44
31
28
9
7
12
13
9
3
21
31
9
28
8
128
27
31
16
27
17
58
5
3
21
3
27
24
17
30
17
35
9
25
29
128
5
24
9
27
12
24
18
14
26
79
10
20
5
55
24
11
33
24
17
22
48
26
25
5
32
16
76
14
19
15
97
17
7
34
8
21
40
16
2
29
22
5
35
6
25
29
22
23
36
67
20
30
18
25
25
43
8
27
4
21
24
30
15
19
23
29
16
20
5
70
24
38
34
13
20
38
36
18
44
9
35
9
25
24
24
8
21
23
30
13
22
14
23
38
17
51
27
14
30
17
17
22
9
17
33
24
14
27
28
16
15
17
11
22
48
22
11
11
15
41
66
41
22
36
65
14
16
8
59
24
41
6
39
9
31
33
36
7
17
8
22
9
69
4
19
16
14
14
18
17
8
35
27
15
19
18
4
24
23
7
6
24
16
18
15
7
22
18
14
24
8
15
20
18
24
14
14
8
47
69
12
32
8
13
34
3
20
28
23
11
34
32
33
14
42
16
2
15
29
12
3
3
26
9
4
3
35
23
15
3
2
36
24
39
16
19
22
19
9
19
24
9
24
22
8
25
31
4
15
5
22
9
32
14
32
54
21
7
82
22
40
38
9
44
52
19
17
24
28
6
7
38
11
22
8
47
45
24
12
23
14
33
27
1
9
20
8
24
22
23
37
50
19
2
14
35
33
24
28
18
44
31
16
57
6
15
42
11
69
12
14
38
36
22
38
14
50
23
57
31
18
33
7
7
29
18
34
12
14
18
52
24
15
6
16
9
18
39
15
26
26
24
24
14
4
18
48
11
29
16
29
37
22
14
101
11
28
28
17
10
23
14
26
22
27
27
59
9
6
48
9
24
24
8
19
18
13
30
50
15
15
19
24
18
45
14
22
36
22
4
21
25
30
77
24
5
24
14
8
23
17
25
10
9
9
10
22
6
21
21
7
3
13
31
8
23
20
10
23
46
28
6
9
27
37
42
38
21
26
5
9
16
13
16
8
19
13
9
11
35
6
15
5
75
22
2
25
46
24
22
27
14
29
2
4
37
9
78
9
8
18
14
39
72
12
2
73
12
19
22
31
2
14
17
29
11
18
22
29
28
25
14
7
17
23
19
12
24
24
25
17
39
9
7
24
19
13
7
17
28
24
18
34
17
24
25
14
25
13
2
23
15
60
5
37
18
15
31
15
1
10
153
64
30
21
13
29
30
14
18
53
21
5
24
11
4
3
9
10
18
29
26
2
11
25
32
50
4
47
29
25
82
7
26
23
15
16
63
9
29
22
6
5
33
19
36
23
14
37
13
45
37
18
29
25
24
9
3
13
9
19
19
22
19
22
11
14
9
7
5
6
12
11
22
17
5
17
58
28
39
40
25
22
9
35
15
14
9
19
14
30
11
30
31
18
26
50
11
24
27
17
24
14
6
57
35
14
19
29
35
31
6
55
33
13
9
25
6
15
13
44
21
13
24
22
78
26
27
18
12
73
17
8
18
32
36
11
5
59
14
19
14
15
14
2
6
3
25
18
17
18
18
27
4
19
14
5
60
7
34
11
25
31
11
9
6
17
34
14
6
31
37
13
43
24
32
75
16
35
12
17
1
24
58
0
18
86
143
12
41
24
15
34
9
3
13
31
14
27
36
53
5
24
14
13
14
17
23
23
10
21
24
58
5
18
8
35
12
9
1
25
17
26
25
20
24
16
24
13
27
100
30
14
8
15
28
6
61
24
17
15
9
22
25
4
18
14
7
10
5
6
5
11
10
26
93
4
11
11
11
37
24
17
18
7
22
1
28
44
5
32
50
62
12
58
13
13
30
10
9
44
24
12
30
52
30
3
9
11
5
22
16
24
16
12
29
24
22
50
32
35
9
14
25
16
16
11
10
23
25
25
40
28
29
8
11
8
35
46
12
7
3
48
23
24
18
74
22
13
25
14
104
9
9
13
14
22
23
13
24
31
29
18
35
9
22
5
22
10
7
3
17
6
14
14
12
14
1
15
14
52
32
3
14
2
48
18
23
25
60
24
29
2
38
16
26
11
44
42
5
12
19
40
31
22
31
34
46
29
19
21
24
38
17
8
10
19
16
24
20
44
25
69
10
8
58
8
44
19
3
26
18
59
3
25
20
40
25
29
24
4
5
44
22
42
29
32
39
14
14
68
17
19
27
26
3
32
48
21
38
24
16
15
6
17
44
8
56
21
14
31
40
14
21
11
27
27
7
14
123
20
62
4
10
23
14
27
22
8
24
24
14
4
7
18
15
26
14
22
21
16
32
30
4
10
31
24
9
28
8
22
19
25
5
4
93
13
11
37
14
21
5
24
25
15
23
23
77
9
8
163
29
22
5
27
9
6
14
28
21
37
26
15
56
17
32
17
9
6
15
17
11
34
27
46
32
17
22
14
41
9
35
11
34
6
6
23
19
22
33
16
24
3
30
31
23
24
65
21
41
11
8
17
17
54
16
17
19
21
78
23
25
26
24
103
22
16
45
12
27
7
19
22
23
15
10
42
27
16
8
34
7
27
24
26
5
21
19
11
53
20
25
26
27
21
108
18
18
10
40
24
15
25
13
24
73
8
10
2
6
22
12
68
22
21
62
34
24
24
16
25
20
5
27
18
11
56
12
11
36
18
24
28
20
69
17
47
44
9
29
20
54
14
23
36
34
9
27
11
33
31
15
5
29
56
30
14
32
11
24
24
9
1
16
39
21
35
12
24
4
28
5
18
5
10
9
21
13
36
14
5
24
13
8
21
11
21
8
9
18
19
31
26
9
23
31
38
9
5
3
14
22
4
6
33
25
5
4
14
19
7
22
4
13
29
4
9
113
9
23
16
21
34
10
56
31
8
66
7
23
5
14
24
6
27
18
8
4
28
19
24
15
4
27
26
14
11
15
57
9
37
3
24
44
23
9
36
20
80
19
24
21
16
20
4
30
20
24
30
24
22
17
11
20
16
14
16
5
47
5
24
20
39
53
4
58
14
27
15
10
24
29
34
8
30
33
38
11
7
23
24
4
21
14
25
31
11
27
32
11
21
41
10
31
51
28
9
10
16
4
18
22
4
9
11
24
47
9
17
46
14
23
31
25
33
9
5
12
51
31
24
27
4
38
30
14
30
7
9
24
18
10
4
25
9
23
24
28
30
12
40
29
16
26
23
23
18
24
15
14
4
177
21
17
67
24
24
24
29
24
5
33
48
14
4
19
7
32
20
24
11
22
4
23
11
8
5
12
32
18
4
28
19
24
5
30
4
10
13
22
22
8
32
31
25
13
47
9
44
3
9
4
33
19
6
8
23
26
42
5
23
18
30
19
4
5
7
18
41
26
24
12
4
8
38
42
24
14
24
26
24
14
5
2
4
41
29
44
4
23
13
6
24
19
25
14
24
27
17
27
11
34
44
14
52
30
24
24
57
7
25
52
44
26
12
7
28
19
23
49
26
11
4
30
67
17
13
10
18
27
27
32
29
55
23
17
30
19
5
9
22
15
9
33
15
22
14
15
25
13
11
22
14
7
47
11
52
10
31
14
5
17
9
43
33
20
11
17
10
10
31
15
40
10
58
29
14
4
27
1
8
13
11
24
9
5
13
69
144
37
8
9
30
15
38
14
9
24
2
22
30
14
22
17
53
37
11
24
31
19
9
17
33
17
18
16
9
22
38
32
8
34
15
48
14
18
24
44
6
18
5
22
16
13
34
34
22
18
6
12
43
21
68
14
14
23
13
5
7
58
26
10
8
5
30
10
15
12
29
20
29
18
31
31
59
26
38
5
24
17
14
4
25
19
11
67
42
46
35
14
46
41
8
14
79
6
31
38
9
23
19
7
36
12
17
37
34
46
15
14
94
20
11
14
20
41
21
22
38
6
30
11
25
11
22
23
10
13
18
15
9
72
5
5
1
29
21
8
22
24
30
29
8
9
24
17
13
56
24
25
14
6
21
18
20
14
15
20
21
25
15
3
12
25
42
14
16
21
19
37
30
2
12
24
5
22
13
34
12
16
4
35
5
25
54
24
6
14
11
4
2
23
26
21
102
73
22
5
18
29
5
32
22
13
29
29
24
3
25
3
24
22
46
64
9
25
18
20
9
56
25
31
34
17
5
20
63
20
17
22
17
41
4
5
30
60
30
24
31
24
9
51
53
25
34
12
40
44
24
33
2
18
35
26
16
24
23
23
24
4
24
24
11
28
5
5
27
42
15
22
5
29
12
33
19
34
24
20
20
14
27
33
36
24
14
14
13
25
11
14
20
7
29
54
35
57
31
18
39
17
27
37
6
20
22
22
4
19
14
38
27
27
20
28
17
33
6
24
18
15
3
30
9
19
27
35
48
7
39
21
24
29
22
39
58
16
24
11
35
13
165
14
30
29
20
1
101
9
19
14
6
5
20
15
23
22
11
8
30
20
15
30
20
62
24
19
28
10
82
31
9
12
20
14
37
17
15
22
17
42
11
20
12
15
15
50
4
19
6
63
2
24
78
9
3
15
21
24
12
11
13
32
25
20
7
39
106
10
14
40
23
29
26
106
27
21
14
5
11
18
14
61
37
26
54
27
55
11
12
30
22
20
42
39
21
39
34
50
30
24
13
65
52
22
6
7
87
24
22
22
21
9
44
38
23
29
4
14
35
8
9
11
25
25
15
21
10
41
14
5
52
12
4
24
19
20
8
5
49
4
21
24
15
17
21
27
16
8
31
9
20
13
21
22
38
30
34
58
14
20
65
38
14
14
9
23
27
24
28
16
8
52
47
10
17
17
52
7
13
34
51
24
9
87
21
33
46
27
15
9
66
9
41
37
48
22
9
30
5
31
25
27
9
24
30
13
9
15
14
17
16
13
19
23
18
26
46
6
9
4
25
9
9
15
18
5
45
22
24
25
23
30
24
14
9
15
12
31
14
65
31
37
9
22
25
39
46
18
14
8
14
3
26
24
78
118
15
12
10
41
13
34
17
31
24
40
10
19
24
41
31
22
56
11
14
31
14
30
53
13
28
14
20
32
21
30
19
14
4
15
31
17
30
25
27
5
5
25
24
9
6
17
52
8
11
27
29
39
63
12
5
3
13
12
29
8
36
31
25
26
23
31
31
29
14
9
45
27
28
38
30
6
51
6
4
21
19
3
14
22
4
24
12
9
9
18
21
19
8
24
23
86
69
22
26
24
11
3
30
21
19
24
28
23
11
19
18
24
4
24
11
6
25
24
37
117
34
23
30
11
19
4
4
58
35
57
16
3
12
42
28
40
35
7
16
24
14
30
44
6
3
26
15
9
1
9
25
12
35
19
28
8
17
52
25
3
21
7
11
25
38
9
30
13
111
16
14
14
5
5
29
48
5
28
32
17
38
18
11
120
21
7
7
26
33
25
22
3
30
190
27
24
32
7
18
44
15
40
35
17
38
7
79
5
63
20
14
8
26
12
7
10
30
10
42
18
9
23
55
26
18
24
2
13
21
5
15
24
37
27
23
25
41
33
19
23
30
10
1
98
82
33
27
24
21
20
22
41
23
40
11
14
22
15
14
17
17
14
27
66
61
14
23
14
13
33
12
20
8
33
5
36
22
4
30
24
27
44
55
20
12
14
6
32
30
23
3
76
40
21
1
14
27
4
14
4
22
11
8
16
22
20
16
15
29
30
54
34
8
28
29
27
31
9
11
22
17
40
8
41
10
30
15
24
12
4
22
14
58
33
25
24
20
11
53
24
6
11
15
24
22
51
44
17
67
4
9
6
3
9
14
3
15
68
15
9
15
14
33
14
80
31
7
11
9
16
4
16
8
53
5
19
19
14
22
21
28
14
7
12
14
7
14
58
12
5
38
82
22
14
16
14
21
38
60
12
32
31
17
35
34
5
53
30
2
22
21
19
43
30
5
32
30
24
22
29
25
14
25
26
25
19
24
6
14
27
42
5
5
15
6
19
28
44
24
33
53
5
14
24
39
11
11
35
23
20
32
25
9
24
22
44
36
31
14
28
55
27
44
37
15
42
30
32
11
1
25
9
40
25
9
15
19
14
9
33
19
7
22
15
24
110
14
47
76
23
17
25
10
24
18
7
37
29
27
24
11
16
25
5
18
21
9
14
20
18
61
33
27
21
30
15
31
31
9
17
46
9
28
24
9
65
20
35
22
44
8
25
31
25
11
24
8
37
38
22
28
32
8
23
31
8
25
13
54
16
69
12
14
13
36
24
64
51
8
24
8
40
25
49
44
9
25
14
19
10
31
32
11
30
18
29
73
4
18
42
18
32
43
16
24
24
5
17
28
4
60
30
13
24
22
29
16
21
11
27
25
25
84
14
24
35
110
19
13
19
18
26
14
21
22
30
14
44
6
13
18
12
29
20
28
68
20
15
40
6
5
34
44
58
4
43
17
3
28
9
5
39
2
5
32
16
4
21
1
8
29
19
25
39
20
12
16
16
4
29
7
25
24
33
29
31
10
28
23
25
3
10
20
14
15
14
7
19
30
23
11
42
24
23
5
13
4
92
26
4
42
22
17
14
25
34
7
14
14
33
30
24
7
5
14
15
27
22
24
39
29
87
3
32
21
19
35
14
4
24
14
55
32
23
3
19
35
37
15
27
3
20
9
34
29
32
7
9
29
55
5
23
35
59
14
9
31
26
22
5
47
1
33
45
15
16
23
27
28
8
18
29
15
6
15
12
17
18
30
19
4
9
23
24
30
22
14
14
17
19
4
24
18
18
19
4
19
9
95
17
41
20
18
21
5
31
32
34
13
169
4
48
7
30
45
32
30
29
14
13
11
20
18
19
27
11
9
5
23
10
55
44
48
28
23
33
31
73
13
3
28
26
6
41
9
22
9
100
4
24
24
23
10
49
38
12
21
24
24
24
69
8
27
22
19
22
22
1
4
9
92
30
30
23
18
9
24
23
12
18
40
28
9
35
34
33
15
8
18
31
27
9
4
26
19
28
30
17
7
32
24
82
31
12
9
22
24
9
5
26
6
6
13
13
3
75
17
6
8
2
44
9
5
22
9
109
14
34
24
24
45
17
31
5
15
18
128
18
9
14
7
41
29
30
18
37
32
13
24
31
47
28
5
24
40
12
13
17
22
20
17
9
30
57
27
33
7
22
22
8
14
47
23
14
14
14
13
24
19
21
10
20
59
26
12
2
12
9
42
11
14
19
14
30
34
120
14
18
14
31
24
14
29
17
19
22
22
47
19
81
22
28
3
28
30
29
24
38
30
7
66
14
27
5
23
15
19
12
5
14
3
41
15
18
27
2
17
31
68
24
17
142
26
13
28
27
19
22
12
57
9
31
9
39
10
3
10
27
19
27
25
12
55
5
17
4
46
14
20
14
45
37
18
18
31
30
41
26
42
14
43
20
15
25
13
5
9
30
23
43
24
16
5
40
11
12
25
19
6
104
29
44
15
45
22
17
41
37
5
5
40
17
20
3
24
18
26
12
3
4
21
24
22
14
4
30
10
30
37
20
6
68
23
4
29
29
29
21
10
19
11
27
4
5
20
20
24
22
14
102
17
17
14
5
3
21
19
25
32
14
7
49
29
5
45
36
60
22
11
21
22
14
9
21
24
20
18
66
40
30
24
5
22
31
18
14
11
5
19
80
12
14
30
44
55
22
20
53
6
17
15
53
18
27
34
27
29
6
7
19
25
14
8
23
31
24
8
56
24
43
12
141
3
43
23
24
28
56
24
42
5
14
14
25
5
18
22
5
10
18
17
34
52
9
11
25
11
15
42
20
30
26
27
33
44
19
15
20
14
18
4
20
12
7
6
20
31
16
44
19
3
24
24
19
20
37
19
18
27
32
31
5
17
36
15
30
8
27
13
22
12
45
40
25
8
27
14
24
18
35
20
22
9
2
13
9
22
3
24
9
9
19
20
18
15
1
20
9
27
36
29
47
13
24
19
7
101
25
23
14
28
24
9
28
24
11
18
68
22
21
9
51
8
62
19
24
23
5
31
2
10
9
22
58
27
42
14
31
122
39
13
20
15
20
60
20
15
47
9
19
12
6
12
11
18
24
5
11
15
6
21
22
4
11
58
4
14
24
5
2
21
8
11
28
9
24
25
21
9
76
28
5
22
26
1
11
31
186
49
23
33
17
35
31
35
20
9
89
44
16
33
80
31
18
30
23
31
9
12
30
17
17
48
19
16
3
35
22
24
12
82
25
23
32
18
14
17
13
23
9
24
9
5
14
3
22
70
7
11
31
6
7
11
10
6
33
14
11
36
24
7
47
26
9
37
14
4
38
7
19
23
18
24
31
18
14
39
17
44
18
41
52
9
24
18
28
31
24
21
26
20
35
65
70
13
18
14
40
60
10
24
25
12
52
34
20
12
9
28
6
15
23
25
23
13
3
29
9
14
21
19
5
3
58
5
10
7
31
58
57
49
17
23
18
12
7
7
33
18
18
25
13
28
17
30
18
94
36
12
20
33
98
25
34
31
18
38
22
18
19
33
22
23
31
36
20
51
19
29
11
13
13
8
23
22
12
31
12
9
23
12
27
12
70
19
52
24
16
19
33
19
40
3
36
21
23
24
7
33
32
56
18
30
11
14
31
64
24
5
28
22
15
9
14
6
43
36
24
30
14
27
12
12
7
19
13
7
17
14
9
21
26
2
14
16
6
70
12
23
47
79
8
11
27
15
4
8
19
37
29
18
29
8
19
31
13
22
57
18
6
29
13
31
32
25
24
27
18
19
24
23
12
12
41
25
3
18
14
12
14
15
21
131
69
30
14
23
26
9
24
3
36
4
21
12
32
7
44
13
48
12
23
3
16
55
26
11
21
6
23
27
18
180
14
17
3
19
33
23
9
23
34
25
14
7
38
27
12
28
119
3
28
70
24
15
23
14
14
24
11
37
6
21
17
12
40
22
6
37
18
53
12
34
17
9
29
27
20
20
16
27
6
28
20
43
12
25
23
4
23
8
23
84
