Transaction
9283022
60359696
322205
6404949
2745516
977455
1239395
513180
1814557
1166459
13210121
4077
4041
3705
958713
324736
9907
7343
15849
275
756198
303984
362046
4229773
20552
1226048
1601268
567300
1653545
147
775930
5861
2842
17350717
2802
3236
974165
120581
174529
1848635
1025
3130
956986
710650
16966
2569
2394
9105
992946
945897
15540
6409
524471
683
16278
6452
613521
14998
181577
1006020
273375
185444
974
42
2801431
30398
723466
226175
189428
740
3076
8146
1690
1690
785173
204387
2387
1990592
2301
586
288155
65066
150
16969850
458567
2878
1054757
1479089
2093181
1246864
1929187
216184
235114
2957
12170
7338
5708504
2401
3971
270201
484516
10474
413265
21256
25152
191372
62757
1668
240764
242257
142523
944458
550902
102655
233248
9187
9214
522854
5852
7636
177900
11290
94617
10131
235658
703932
104701
146049
246492
529
190853
198734
146000
3147
23058
219782
203129
37367
86254
141809
20
133654
7009
132692
11545701
97693
1174478
486442
743
22
393798
852
7239249
13461
2641642
4905
929
5211
112679
9788733
391
7175
38421
4264
732
2354
2769
8702744
348926
21548
13783
361615
1561536
5819
30174
905141
29
1127
39937
66
2199
120371
162896
1441188
20109
425
518
1836
59186
118
2459
4395
208211
1381
1909
140627
6929
1044
10639
113391
30026
607
5717
361
175434
108069
4264597
1383
144968
780
29589
4707
10940
390
257210
95828
1993
2034
418
393355
46870
674
1853
31208
3137
1993
47495
12831
1867
411456
1334
932
15335
4157
4345169
123970
299098
3987
236034
994703
246553
65384
7024
14756
3016
3853
1215
2033132
127241
779129
863
808
1117
133
36138
12903
97
3823
853990
89265
977103
533
393
20790
86291
34798
549
81
270980
4670
445
2068
920727
57
614
1424
333278
1140092
32906
258
14350
404
97503
132401
8303
5229
360271
109
171
13123361
1732
40976
305
184253
148
40218
57
204565
390
9712
1154
13000
3149
5165
9158
197
177953
173317
1226
82313
245531
15392
2077
316358
1649
832939
617235
48
11
708
2757
1557
56
874
475
16715
1846
11946
524
35159
6591
8871
413
78261
1002164
5183
291
24
6360
521
1
3090741
3282
483
9784
23
274
151
567823
424
500
1
446
1
1727
1115
8
344
22383
105
242
143954
4380
2641
528
1124
58
593051
2282
696039
67784
21
83834
11588
1908
382
33490
79456
542
2640
1082
706451
152
1349555
294225
439
45
3924
32848
8046
156
6335
2448
2011
141
380
138216
1013
30339
2059997
1237
33411
7778
15176
40627
197609
340
148
5681
1325
86694
109
200
364
491
1249
13167
4672
16278
12904
605797
43
3083
6867
411
28450
132467
250
7730
27458
5473
376959
533
116
2034
329
594
2290
23325
25713810
8181
41
556
126968
1678
365233
531
24006
412
165529
3417
4689
1169
2475
36250
160
108417
56007
79694
4119
501
340431
1286
234
1621
9387
233
257
22437
500
2094
89
32884
700234
42046
497
19870
3532
801
5580
1282
366
98
42761
155118
470
521
5476
4997
30
20
317
1027279
16262
3760
1239
97228
5956
2474
200
2266
66
12421
36
27361
14901
10503
1105
78303
45841
7591
247417
17873
36494
659
30094
447251
1021428
8985
5882
1678
3267
160619
4623
5054
5985
3460
17
194
3466
3616
3723
15965
1056
567
2357
8664
2137
94704
253
38930
439350
209
45071
384
285
237
39316
1157
7368
18931
222
3591
3064985
183000
179
938731
7675
40006
1242
233430
1351429
147
1789
1045
5691
1541
19745
856
1184
244842
31993
27012
19
4602
1605
1121
5250
1054
3482
8057
54
481
61
426
6912
323
15911
1180
187
260
82675
269023
43440
1
8
132121
663
1496
27783
5559
956
42
43749
700
187840
129
94
668
23525
2214
420
3635366
1837
8800
2093
25354
98
30
5515
19143
65
2388
747
14084
365075
103
9824
143120
670
215
48866
336
18073
221
30381
27863
239
188
270
5
356751
10
3161
47184
2072
23
712
661
2595
32568
103
15
4631
132724
30
42
46223
73695
613
6
397830
51098
173
148828
74972
200
397439
323
73693
116168
17356
240
18361
155
1884
2879
145
15
6839
207
20826
1378
61819
4389
82
3
944
383
3256
36507
1875
21
184
1523
1
190
1
178
888
827
5033
1
169
17
13
461
17008
615917
182
5952
1010
8
1738592
6093
1226
44
35
45
4963
5353
40
555
1117
6550
831
21144
1393
231
1296
57088
3429
59818
1784
2911
27
2880
161848
24
490
56445
1623986
844
1643
39
213
246
241
1170
3576
116022
4532
1492
1158
107
35602
11
115772
92
2559
23
154353
10311
40
323
49
1759
133
15
156
176
28
1259
689
195
34823
5303
159786
2685
518
860
1594120
149223
386
430
1379
641
99
132
3210
37
4483
74548
406394
933
37218
30
5001
276
149
45
22
22
3696
121939
142865
518
5438
1584
248
728
13798
450
91
1
90
8613
44
31869
8214
761
7
48
1
192
399
11
42
7725
160874
52757
7
513
138
42924
366
2078
27739
179006
264
5854
105
12033
369
631
6938
94066
7
490046
324
228
517
20610
2278
143
814
962
2363
7
55
212030
132134
23630
135
38
15836
218866
33
2674
30179
482
338484
2399
5781
96
113656
40
3289
6244
186
1017
1901
620504
49061
22146
1578
17401
953
460
99753
756
37
6
307
7
447
62
346333
156900
5506
403
24474
133235
595
46
1
23943
21283
441129
25
677
10266
27598
22895
137
54
199749
12388
24468
2407
95
280
23297
17139
311
3293
28091
15
149
1184
23104
2282
22850
422
335
22253
1230
21479
22435
9992
2
166
32069
6
12
44543
1787688
356
2619
302
14069
241573
980275
12353
560
213
14064
100
11975
14
426
109
778356
45493
707
176
21948
184
1840
317
22242
90
12737
802
20848
13
851
63
357
3522
13295
60520
659
27579
24947
1457
1158
27077
697
14429
57
22409
94953
2019
15
29337
970
488733
641
169
889
40
248
830072
225
1365
10339
1322
121713
89816
11054
2
22
74
3058
20
265
269
463
48
36
6
253
6594
2323
4602
1811
1
116
18931
148
671
296
193
34
14940
8572
59640
143046
195
43
3
1
33899
196
2488
1
96
1
451
18
103
14313
109266
2673
128
21
99
4790
1115
3345
20020
690
266
5
619
77143
3549
102
6
707
30632
7941
4318
36
37534
11413
611329
87666
4052
67
52
2930
16973
231
347
1516
132
38418
20511
18029
211
19
180
4662
261
92970
288
12385
545
19179
10
56
1778174
44
214816
105
9861
17
36835
692735
914
1788
12792
487
16
46
49
2
153032
11296
4932
3977
1503
79
1969
76
56523
3023
450
1060
622
69
61720
57
3941
135
12549
1227
34848
12577
179034
3913
614852
19027
8
713
209
36
94
38
692
444
47244
89
55271
3540
49696
15
1340
1032
2380
31779
110
8
8548
11627
9
8947
2352
41058
3
14
3
141437
342
475
2
3838
205767
171
402
488
872
3814
43
906
50053
3805
1345
581
279728
20
325
324
3787
12394
2988
1512
917
3771
158
50566
61
761
2304
14
1069
1110
13
932
107
3090
101
6
144
1209
1865
11
2276
2691
3291
46508
279
163
979
8954
1231
806
325
9100
7452
234
3397
5608
538
2
899
358
13732
1324
45768
363
455
66314
592
310
12
414
7541
238346
1564
36258
7455
52
1273
1223
331
3566
87318
7492
87959
2752
29
467
55
1
22646
52
118
381
204
7268
1310
1064
4886
294
261
351
7
8
2998
21208
35805
18
2222
117505
263683
2174
1871
293
45
4789
33909
139
4656
118296
180
21
2222
499
322
106
42
365
102974
45511
181428
2392
123013
4320
32
43573
1498
16459
89
6120
274
126
42292
24
4008
242
89
628
342637
98
1
582
95
173415
40047
107320
2096
421
578
110277
6
251
15
82
19
271
133618
335
2674
1
85
95
1158
315
94
7
2096
1
1
1
3
101
721
137
3736
149218
130309
49
3
77
26
27
115
4
490
56
611
243
22225
296
2491
360
1499
472747
721
30
15
11
6
265
470
13
186
215544
143
15
61821
64
288
39
36
17
342
736
311442
17165
79
3085
10685
390
24
2277
886
118
4
49
842
653
120
11
59870
17958
1608
164
6309
509229
6
322
302
7
7029
19151
11935
1
222
1651
7
40
23
40
1
4
855
835
8
378
255
98
160600
636
2658
24446
41
2341
1059
361
17280
39
7
13931
419
1297
696
780
3225
253
160
52
87
347
558
10
28
56
19580
478
47
2300
30
2739
41489
40157
4
222
2309
39
330
2326
4586
1126
1495
17
11
1
967
13
18
136
26077
79
148
1967
11268
22143
10
486
30
741
277
1
1356
45
88
129
332
366
2402
1359
678
5254
6
16825
8
75
253
82
1
1
1906
2306
12
1014
18327
5934
46
612
7
4
26598
7
1519
2085
12582
123
338
2628
29018
2622
106
2
1847
357028
152
20
302
1465
27
181
388
12
1
30
58
252
1
38
36
590
115
201
424
127068
2473
3
281
229185
1
2329
166
224
33796
1990
8
306
493
1166
36
1380
189
10
19
82
27
1106
193
15504
329
93
345
2
21984
239
13
256
27
1613
338
772
490
146193
8458
29132
3099
10
51
13
701
2952
44
1099
104461
37360
89
2334
2
539
3301
2874
92
18658
14329
2758
112
303
372
290
132
94
39
62
144
138
21897
12
713
19
385
40
1142
138022
268
6
60
3912
15984
1
2749
864
853
17532
11
75
1490
10416
130
1703
17
1475
2
1
3469
890
3047
29084
21592
1371
301
278
6
4
2
4
2
1
222
8722
35787
877
1265583
507
3366
158
37320
103
113375
11
3
1047
28
446
5896
21
1267
29297
1
23533
98
60
723
72
186
1
275
861
107
277
1
28
63
263350
71
1
1
93
2884
23
79
1237
29
1043
480
22
6364
276
5863
11
8
206
628
7
2088
267
2660
190
793
275
288
363
1222
3174
266
3
3
2
4
126
82
1286
118
1110
1918
279
1570
344965
608
1417
430
161
2376
3546
3844
928
1550
15
4
24255
234
5
402
98
7
34
1
13
1
204
52
18
117
1
260
120
1127
2606
25
2272
268
1986
20
74
68
55814
1334
273
684
1671
19
2178
4992
3701
120625
1037
61160
15661
8564
23
1089406
33
117
1770
97172
6
71
5
112
3
5
3
10
4
3
2
1087
158
21538
740
1220962
2739
1
33476
138
2620
15
1265
163
152
240
4
4338
16
841
926
5
156
11
192
5763
671
144
189
1515
2192
954
7
120638
30
1
2685
1
234
50
147
1550
1143
4
27
1
1
1
1
1
1
533
103
292
561
19
68
42
1
2989
4
281
126
1
51654
635679
1446
1
71
34195
57
378
90405
1801
14
36
43
1070
1627
3
68472
714
112
3
1776
349
8
16
44
3
31722
17298
440
214223
77
117
12414
242372
40
30133
133
15
721
262
82
33
39667
63
527
401
53
7505
7510
2059
4911
111177
63
4
12
119
25140
804
23819
72
99
2
2576
32
1
273
2
66
40154
899
113
2326
11292
48
76
20
7213
193
91
80
911
318
26
106
1296
88116
40
93097
1603
29
37
7067
78902
1483
9964
355
12506
67
204280
122
6562
4668
57
16520
249
53
65700
161369
3572
3253
712
49
41
145
4702
645
7996
54
1
28
601
1391
20777
77
434
1073
7
59
120
15591
59
22554
60
283
760
39
63
7469
28
1692
332
11894
130
9
51841
205
629
788
31606
10
14274
19
281
27
8
12115
402795
341
232
1160333
78
1086
13821
175
290
3
6
3545
6
73
7
6
30
269052
4
270
2
8
36
6570
4
8044
2
115
1584
481
327
5
70
10
36
286
456
1
3
16809
1001
371
169
2155
23
4831
94
194
55
634
4
6
37
4
1
2
3
42
4
54
1
7
55
8
56
9
1
52
2
1
1
1
3
1
46
2
2
22
84
1
546
96
1221
3573
317546
34
52
2
20696
10
2202
21
45
102
282
364
19273
89
102
60
2
78
1
75754
1440
165
66
53
1
51
1
54
1
79
57669
2133
83
1
15
390
2
1
13
8756
1445
5389
19
6229
56
1
22
745
34
44
562
2916
4737
10
55
72082
17645
4360
100
8088
280710
64
561
137
21
176
305
3790
18
11
49507
82
173003
1414
11
2539
37679
2265
1
4
5597
408252
64
2296
70
1306
2399
234
2186
19
121
38
950
20659
149
3797
557
619
843
121
93
25
1
20377
530
9
9002
876593
25261
11262
289
1686
192
73
241
2080
11
12
20671
26593
1
70
79
1
236
926
6
7
1
29
5
5
63
189
20743
89
3
2
617
2
30
5219
27
34
1
1
20520
32
269
3
3
1374
61
185357
516
3
2
40
7
20518
9075
5747
21204
73
20100
20219
17308
90
438
203
6
81299
1521
59
39
20675
19594
373
4994
26
119
1
430
1
40
20943
148
1105
25
376
4133
8449
2
3538
28813
2704
186168
15
26
667
4494
20822
7594
259
158
318
16
28620
20155
17691
307
41
1568
31
30
40
321
144393
22
43086
357
103
2
6
742
1450
16
28842
293
106575
12
16
131
2404
984
322
227
339
5565
20486
43
2
25
39
148
78
10
71984
2
26610
843
83
7900
240381
27
1
4748
375
2783
19
2322
113
1192
513
8
1
2
21263
27
201
20794
1681
2634
19
2
112976
656
86
15611
972
425
14570
5414
20709
2
82
19556
19385
22422
2545
134
10789
1489
14325
281
1
20
15
1889
16678
2
33
80269
167
2464
130
28883
28537
1
8621
16
106
41
640
1604
176
539
1199
174
13
1
27
3
8
650
58656
17
245
4317
395
22
535
145
9841
1723
4676
2
271285
2
318
43
1158
232
659
148
2575
754
4434
2
763
339
13
2934
5273
14
97101
7041
11
1
8
1
12
239
11951
2
59
264
764
162
1433
10
38
5924
66
636
63
277
2606
206
604
219
42
13525
5251
152
48
2
1073
23
807
57
34
529
18
1
13
1
128
588
1394
826
2
1255
24
5555
2
1202
38
20342
256
793
2
229
895482
246
2
12
9
3078
1073
13144
10
14
237
3
4
4
100
2
312
1
58
36
3
56
10295
1147
753
251766
2
130
29
2
3279
131
2049
244
453
266
74
64031
45
297
15623
44
1
86
404
12
15
7385
10
3744
14659
1367
7059
3594
291
137
22
3110
2
1724
2784
153
4
22
842
45
1507
14
280
2032
7
1566
286
46
1621
7
1450
14
11051
1012
22055
2
29787
812
206
1794
7627
4483
45
67165
526
66
4
3
3490
288
11
1107
289606
128150
482
41
70
42916
193
354
4
19
87
67
1
44
2542
3349
3151
1353
754
155
295
5
95
15971
6814
21630
80
206
2681
38916
87
13
975
9
206613
122
1662
181
534
75433
7142
5
3
63
66
5240
304
24477
2
697
4124
1
53
124
3
49530
1
1
1
155356
81
274
685
4810
678
44
56
7
664
4715
41801
9
6
27
56
230
625
18
8
2808
607
214
1076
185
71
288
1166
23
83
660
18319
218957
2278
6
14
62976
2
337
1209
2
4
3
3
3
3
2
2
2
17
34
10
7
7
33
7
8
7
7
1
7
39
6
6
7
6
6
6
5
5
5
5
5
5
8
6
41
4
31
4
4
25
40
4
40
40
1
1
1
1
1
1
1
1
1
1
1
1
2
25
6
5
99927
3
263
1
16
138
25
4810
744
732
49806
16
1
11966
16
31
621
1
13
1
25
172
9
16
2
352
29
1156
30
276
12
2
